year,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,avg_bmi,child_mortality,polio,totalexpenditure,diphtheria,hivaids,gdp,population,thinness119years,thinness59years,composition,schooling,thinness_combined,log_gdp,log_population,dum_afghanistan,dum_albania,dum_algeria,dum_angola,dum_antiguaandbarbuda,dum_argentina,dum_armenia,dum_australia,dum_austria,dum_azerbaijan,dum_bahamas,dum_bahrain,dum_bangladesh,dum_barbados,dum_belarus,dum_belgium,dum_belize,dum_benin,dum_bhutan,dum_bolivia(plurinationalstateof),dum_bosniaandherzegovina,dum_botswana,dum_brazil,dum_bruneidarussalam,dum_bulgaria,dum_burkinafaso,dum_burundi,dum_caboverde,dum_cambodia,dum_cameroon,dum_canada,dum_centralafricanrepublic,dum_chad,dum_chile,dum_china,dum_colombia,dum_comoros,dum_congo,dum_cookislands,dum_costarica,dum_croatia,dum_cuba,dum_cyprus,dum_czechia,dum_côted'ivoire,dum_democraticpeople'srepublicofkorea,dum_democraticrepublicofthecongo,dum_denmark,dum_djibouti,dum_dominica,dum_dominicanrepublic,dum_ecuador,dum_egypt,dum_elsalvador,dum_equatorialguinea,dum_eritrea,dum_estonia,dum_ethiopia,dum_fiji,dum_finland,dum_france,dum_gabon,dum_gambia,dum_georgia,dum_germany,dum_ghana,dum_greece,dum_grenada,dum_guatemala,dum_guinea,dum_guineabissau,dum_guyana,dum_haiti,dum_honduras,dum_hungary,dum_iceland,dum_india,dum_indonesia,dum_iran(islamicrepublicof),dum_iraq,dum_ireland,dum_israel,dum_italy,dum_jamaica,dum_japan,dum_jordan,dum_kazakhstan,dum_kenya,dum_kiribati,dum_kuwait,dum_kyrgyzstan,dum_laopeople'sdemocraticrepublic,dum_latvia,dum_lebanon,dum_lesotho,dum_liberia,dum_libya,dum_lithuania,dum_luxembourg,dum_madagascar,dum_malawi,dum_malaysia,dum_maldives,dum_mali,dum_malta,dum_marshallislands,dum_mauritania,dum_mauritius,dum_mexico,dum_micronesia(federatedstatesof),dum_monaco,dum_mongolia,dum_montenegro,dum_morocco,dum_mozambique,dum_myanmar,dum_namibia,dum_nauru,dum_nepal,dum_netherlands,dum_newzealand,dum_nicaragua,dum_niger,dum_nigeria,dum_niue,dum_norway,dum_oman,dum_pakistan,dum_palau,dum_panama,dum_papuanewguinea,dum_paraguay,dum_peru,dum_philippines,dum_poland,dum_portugal,dum_qatar,dum_republicofkorea,dum_republicofmoldova,dum_romania,dum_russianfederation,dum_rwanda,dum_saintkittsandnevis,dum_saintlucia,dum_saintvincentandthegrenadines,dum_samoa,dum_sanmarino,dum_saotomeandprincipe,dum_saudiarabia,dum_senegal,dum_serbia,dum_seychelles,dum_sierraleone,dum_singapore,dum_slovakia,dum_slovenia,dum_solomonislands,dum_somalia,dum_southafrica,dum_southsudan,dum_spain,dum_srilanka,dum_sudan,dum_suriname,dum_swaziland,dum_sweden,dum_switzerland,dum_syrianarabrepublic,dum_tajikistan,dum_thailand,dum_theformeryugoslavrepublicofmacedonia,dum_timorleste,dum_togo,dum_tonga,dum_trinidadandtobago,dum_tunisia,dum_turkey,dum_turkmenistan,dum_tuvalu,dum_uganda,dum_ukraine,dum_unitedarabemirates,dum_unitedkingdomofgreatbritainandnorthernireland,dum_unitedrepublicoftanzania,dum_unitedstatesofamerica,dum_uruguay,dum_uzbekistan,dum_vanuatu,dum_venezuela(bolivarianrepublicof),dum_vietnam,dum_yemen,dum_zambia,dum_zimbabwe,dum_developed,dum_developing,gdp_expenditure
2000,77.8,98.0,0,13.14,8246.130437,77.0,0,54.0,0,99.0,7.48,99.0,0.1,48735.99549,4363.0,1.0,1.0,0.848,13.5,1.0,10.794173163155488,8.38091517312361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,364545.2462652
2015,65.5,22.0,28,,0.0,69.0,3,2.5,38,71.0,,69.0,0.3,41.8575951,2423488.0,7.1,7.1,0.511,10.3,7.1,3.7342732643402465,14.700718382738907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,
2014,65.1,225.0,29,0.01,5.339065673,73.0,3,2.0,39,73.0,3.4,73.0,0.3,452.4631926,2358981.0,7.2,7.1,0.509,10.3,7.15,6.114706417511073,14.673740304097096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1538.37485484
2013,64.7,23.0,29,0.87,79.50882493,74.0,6,19.5,40,73.0,4.15,74.0,0.4,461.723722,22961146.0,7.3,7.2,0.508,10.3,7.25,6.1349667078768295,16.94931404106202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1916.1534463000003
2012,64.3,235.0,30,0.87,59.97914461,7.0,2,19.0,42,71.0,3.46,7.0,0.4,443.9611,22346573.0,7.4,7.3,0.506,10.2,7.35,6.095736945981403,16.92218353393376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1536.105406
2011,63.8,241.0,31,0.97,78.79967196,73.0,0,18.5,43,73.0,4.24,73.0,0.4,454.963464,21743949.0,7.5,7.4,0.504,10.2,7.45,6.120217116825722,16.8948460698957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1929.04508736
2010,63.3,248.0,32,1.03,76.60442169,7.0,1,18.0,45,7.0,4.86,7.0,0.5,412.739341,2115164.0,7.6,7.5,0.503,10.2,7.55,6.022816258117904,14.564642908827498,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2005.9131972600003
2009,62.8,254.0,33,0.91,71.16601203,77.0,0,17.6,47,76.0,4.7,77.0,0.5,415.6893226,2569121.0,7.7,7.6,0.5,9.7,7.65,6.0299381605787055,14.759074375021774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1953.7398162200002
2008,62.3,259.0,34,0.68,6.448762615,77.0,3,17.1,49,77.0,4.5,77.0,0.5,47.733254,19996469.0,7.8,7.7,0.491,9.4,7.75,3.8656283038458814,16.81106626593148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,214.799643
2007,61.9,261.0,35,0.71,55.43034455,84.0,0,16.7,51,83.0,4.98,84.0,0.6,377.8482928,19433523.0,7.9,7.8,0.483,9.1,7.85,5.9344927732614705,16.782510122467762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1881.6844981440004
